time_us,f_lfm_mhz,f_tan_mhz,f_kaiser_mhz,f_fosm_mhz
-2.324335e+01,-6.972656e+00,-3.081784e+00,-3.252740e+00,-3.146805e+00
-2.321080e+01,-6.962891e+00,-3.073262e+00,-3.246373e+00,-3.140646e+00
-2.317824e+01,-6.953125e+00,-3.064771e+00,-3.240018e+00,-3.134499e+00
-2.314569e+01,-6.943359e+00,-3.056310e+00,-3.233676e+00,-3.128364e+00
-2.311313e+01,-6.933594e+00,-3.047879e+00,-3.227346e+00,-3.122242e+00
-2.308058e+01,-6.923828e+00,-3.039479e+00,-3.221028e+00,-3.116132e+00
-2.304803e+01,-6.914062e+00,-3.031108e+00,-3.214723e+00,-3.110034e+00
-2.301547e+01,-6.904297e+00,-3.022768e+00,-3.208429e+00,-3.103948e+00
-2.298292e+01,-6.894531e+00,-3.014457e+00,-3.202148e+00,-3.097874e+00
-2.295037e+01,-6.884766e+00,-3.006175e+00,-3.195878e+00,-3.091812e+00
-2.291781e+01,-6.875000e+00,-2.997922e+00,-3.189620e+00,-3.085761e+00
-2.288526e+01,-6.865234e+00,-2.989699e+00,-3.183374e+00,-3.079723e+00
-2.285271e+01,-6.855469e+00,-2.981504e+00,-3.177140e+00,-3.073696e+00
-2.282015e+01,-6.845703e+00,-2.973338e+00,-3.170917e+00,-3.067680e+00
-2.278760e+01,-6.835938e+00,-2.965200e+00,-3.164706e+00,-3.061676e+00
-2.275504e+01,-6.826172e+00,-2.957091e+00,-3.158507e+00,-3.055684e+00
-2.272249e+01,-6.816406e+00,-2.949010e+00,-3.152319e+00,-3.049703e+00
-2.268994e+01,-6.806641e+00,-2.940957e+00,-3.146142e+00,-3.043733e+00
-2.265738e+01,-6.796875e+00,-2.932931e+00,-3.139976e+00,-3.037774e+00
-2.262483e+01,-6.787109e+00,-2.924933e+00,-3.133822e+00,-3.031827e+00
-2.259228e+01,-6.777344e+00,-2.916963e+00,-3.127679e+00,-3.025890e+00
-2.255972e+01,-6.767578e+00,-2.909020e+00,-3.121547e+00,-3.019965e+00
-2.252717e+01,-6.757812e+00,-2.901104e+00,-3.115426e+00,-3.014051e+00
-2.249461e+01,-6.748047e+00,-2.893214e+00,-3.109316e+00,-3.008147e+00
-2.246206e+01,-6.738281e+00,-2.885352e+00,-3.103217e+00,-3.002255e+00
-2.242951e+01,-6.728516e+00,-2.877516e+00,-3.097128e+00,-2.996373e+00
-2.239695e+01,-6.718750e+00,-2.869707e+00,-3.091051e+00,-2.990502e+00
-2.236440e+01,-6.708984e+00,-2.861924e+00,-3.084984e+00,-2.984641e+00
-2.233185e+01,-6.699219e+00,-2.854167e+00,-3.078928e+00,-2.978791e+00
-2.229929e+01,-6.689453e+00,-2.846436e+00,-3.072882e+00,-2.972952e+00
-2.226674e+01,-6.679688e+00,-2.838731e+00,-3.066848e+00,-2.967123e+00
-2.223418e+01,-6.669922e+00,-2.831051e+00,-3.060823e+00,-2.961304e+00
-2.220163e+01,-6.660156e+00,-2.823397e+00,-3.054809e+00,-2.955496e+00
-2.216908e+01,-6.650391e+00,-2.815769e+00,-3.048805e+00,-2.949698e+00
-2.213652e+01,-6.640625e+00,-2.808165e+00,-3.042812e+00,-2.943910e+00
-2.210397e+01,-6.630859e+00,-2.800587e+00,-3.036829e+00,-2.938133e+00
-2.207142e+01,-6.621094e+00,-2.793033e+00,-3.030856e+00,-2.932365e+00
-2.203886e+01,-6.611328e+00,-2.785504e+00,-3.024893e+00,-2.926608e+00
-2.200631e+01,-6.601562e+00,-2.778000e+00,-3.018941e+00,-2.920860e+00
-2.197375e+01,-6.591797e+00,-2.770521e+00,-3.012998e+00,-2.915123e+00
-2.194120e+01,-6.582031e+00,-2.763065e+00,-3.007065e+00,-2.909395e+00
-2.190865e+01,-6.572266e+00,-2.755634e+00,-3.001142e+00,-2.903677e+00
-2.187609e+01,-6.562500e+00,-2.748227e+00,-2.995230e+00,-2.897969e+00
-2.184354e+01,-6.552734e+00,-2.740843e+00,-2.989326e+00,-2.892270e+00
-2.181099e+01,-6.542969e+00,-2.733484e+00,-2.983433e+00,-2.886581e+00
-2.177843e+01,-6.533203e+00,-2.726147e+00,-2.977549e+00,-2.880902e+00
-2.174588e+01,-6.523438e+00,-2.718835e+00,-2.971675e+00,-2.875232e+00
-2.171333e+01,-6.513672e+00,-2.711546e+00,-2.965811e+00,-2.869572e+00
-2.168077e+01,-6.503906e+00,-2.704279e+00,-2.959956e+00,-2.863921e+00
-2.164822e+01,-6.494141e+00,-2.697036e+00,-2.954111e+00,-2.858279e+00
-2.161566e+01,-6.484375e+00,-2.689816e+00,-2.948275e+00,-2.852647e+00
-2.158311e+01,-6.474609e+00,-2.682619e+00,-2.942448e+00,-2.847024e+00
-2.155056e+01,-6.464844e+00,-2.675444e+00,-2.936631e+00,-2.841410e+00
-2.151800e+01,-6.455078e+00,-2.668292e+00,-2.930823e+00,-2.835806e+00
-2.148545e+01,-6.445312e+00,-2.661162e+00,-2.925025e+00,-2.830210e+00
-2.145290e+01,-6.435547e+00,-2.654055e+00,-2.919235e+00,-2.824624e+00
-2.142034e+01,-6.425781e+00,-2.646969e+00,-2.913455e+00,-2.819046e+00
-2.138779e+01,-6.416016e+00,-2.639906e+00,-2.907684e+00,-2.813478e+00
-2.135523e+01,-6.406250e+00,-2.632864e+00,-2.901922e+00,-2.807918e+00
-2.132268e+01,-6.396484e+00,-2.625844e+00,-2.896168e+00,-2.802368e+00
-2.129013e+01,-6.386719e+00,-2.618846e+00,-2.890424e+00,-2.796826e+00
-2.125757e+01,-6.376953e+00,-2.611869e+00,-2.884689e+00,-2.791292e+00
-2.122502e+01,-6.367188e+00,-2.604914e+00,-2.878962e+00,-2.785768e+00
-2.119247e+01,-6.357422e+00,-2.597980e+00,-2.873245e+00,-2.780252e+00
-2.115991e+01,-6.347656e+00,-2.591067e+00,-2.867536e+00,-2.774745e+00
-2.112736e+01,-6.337891e+00,-2.584175e+00,-2.861836e+00,-2.769246e+00
-2.109480e+01,-6.328125e+00,-2.577304e+00,-2.856144e+00,-2.763756e+00
-2.106225e+01,-6.318359e+00,-2.570454e+00,-2.850462e+00,-2.758275e+00
-2.102970e+01,-6.308594e+00,-2.563624e+00,-2.844787e+00,-2.752801e+00
-2.099714e+01,-6.298828e+00,-2.556815e+00,-2.839122e+00,-2.747337e+00
-2.096459e+01,-6.289062e+00,-2.550026e+00,-2.833464e+00,-2.741880e+00
-2.093204e+01,-6.279297e+00,-2.543258e+00,-2.827816e+00,-2.736432e+00
-2.089948e+01,-6.269531e+00,-2.536510e+00,-2.822175e+00,-2.730992e+00
-2.086693e+01,-6.259766e+00,-2.529782e+00,-2.816543e+00,-2.725560e+00
-2.083438e+01,-6.250000e+00,-2.523073e+00,-2.810920e+00,-2.720136e+00
-2.080182e+01,-6.240234e+00,-2.516385e+00,-2.805304e+00,-2.714721e+00
-2.076927e+01,-6.230469e+00,-2.509717e+00,-2.799697e+00,-2.709314e+00
-2.073671e+01,-6.220703e+00,-2.503068e+00,-2.794098e+00,-2.703914e+00
-2.070416e+01,-6.210938e+00,-2.496438e+00,-2.788507e+00,-2.698523e+00
-2.067161e+01,-6.201172e+00,-2.489828e+00,-2.782925e+00,-2.693139e+00
-2.063905e+01,-6.191406e+00,-2.483238e+00,-2.777350e+00,-2.687764e+00
-2.060650e+01,-6.181641e+00,-2.476666e+00,-2.771784e+00,-2.682396e+00
-2.057395e+01,-6.171875e+00,-2.470114e+00,-2.766225e+00,-2.677036e+00
-2.054139e+01,-6.162109e+00,-2.463580e+00,-2.760674e+00,-2.671684e+00
-2.050884e+01,-6.152344e+00,-2.457066e+00,-2.755132e+00,-2.666340e+00
-2.047628e+01,-6.142578e+00,-2.450570e+00,-2.749597e+00,-2.661003e+00
-2.044373e+01,-6.132812e+00,-2.444093e+00,-2.744070e+00,-2.655674e+00
-2.041118e+01,-6.123047e+00,-2.437634e+00,-2.738551e+00,-2.650353e+00
-2.037862e+01,-6.113281e+00,-2.431194e+00,-2.733039e+00,-2.645039e+00
-2.034607e+01,-6.103516e+00,-2.424773e+00,-2.727535e+00,-2.639733e+00
-2.031352e+01,-6.093750e+00,-2.418369e+00,-2.722039e+00,-2.634434e+00
-2.028096e+01,-6.083984e+00,-2.411984e+00,-2.716551e+00,-2.629142e+00
-2.024841e+01,-6.074219e+00,-2.405617e+00,-2.711070e+00,-2.623859e+00
-2.021585e+01,-6.064453e+00,-2.399268e+00,-2.705597e+00,-2.618582e+00
-2.018330e+01,-6.054688e+00,-2.392936e+00,-2.700131e+00,-2.613313e+00
-2.015075e+01,-6.044922e+00,-2.386623e+00,-2.694673e+00,-2.608051e+00
-2.011819e+01,-6.035156e+00,-2.380327e+00,-2.689222e+00,-2.602796e+00
-2.008564e+01,-6.025391e+00,-2.374049e+00,-2.683779e+00,-2.597549e+00
-2.005309e+01,-6.015625e+00,-2.367788e+00,-2.678343e+00,-2.592309e+00
-2.002053e+01,-6.005859e+00,-2.361544e+00,-2.672914e+00,-2.587076e+00
-1.998798e+01,-5.996094e+00,-2.355318e+00,-2.667493e+00,-2.581850e+00
-1.995542e+01,-5.986328e+00,-2.349109e+00,-2.662079e+00,-2.576631e+00
-1.992287e+01,-5.976562e+00,-2.342917e+00,-2.656672e+00,-2.571419e+00
-1.989032e+01,-5.966797e+00,-2.336743e+00,-2.651273e+00,-2.566214e+00
-1.985776e+01,-5.957031e+00,-2.330585e+00,-2.645880e+00,-2.561017e+00
-1.982521e+01,-5.947266e+00,-2.324444e+00,-2.640495e+00,-2.555826e+00
-1.979266e+01,-5.937500e+00,-2.318319e+00,-2.635117e+00,-2.550642e+00
-1.976010e+01,-5.927734e+00,-2.312212e+00,-2.629746e+00,-2.545465e+00
-1.972755e+01,-5.917969e+00,-2.306121e+00,-2.624382e+00,-2.540294e+00
-1.969500e+01,-5.908203e+00,-2.300046e+00,-2.619025e+00,-2.535131e+00
-1.966244e+01,-5.898438e+00,-2.293988e+00,-2.613675e+00,-2.529974e+00
-1.962989e+01,-5.888672e+00,-2.287946e+00,-2.608332e+00,-2.524824e+00
-1.959733e+01,-5.878906e+00,-2.281920e+00,-2.602995e+00,-2.519681e+00
-1.956478e+01,-5.869141e+00,-2.275911e+00,-2.597666e+00,-2.514545e+00
-1.953223e+01,-5.859375e+00,-2.269917e+00,-2.592343e+00,-2.509415e+00
-1.949967e+01,-5.849609e+00,-2.263940e+00,-2.587028e+00,-2.504291e+00
-1.946712e+01,-5.839844e+00,-2.257978e+00,-2.581719e+00,-2.499175e+00
-1.943457e+01,-5.830078e+00,-2.252032e+00,-2.576416e+00,-2.494064e+00
-1.940201e+01,-5.820312e+00,-2.246102e+00,-2.571121e+00,-2.488961e+00
-1.936946e+01,-5.810547e+00,-2.240188e+00,-2.565832e+00,-2.483863e+00
-1.933690e+01,-5.800781e+00,-2.234289e+00,-2.560550e+00,-2.478773e+00
-1.930435e+01,-5.791016e+00,-2.228405e+00,-2.555274e+00,-2.473688e+00
-1.927180e+01,-5.781250e+00,-2.222537e+00,-2.550005e+00,-2.468610e+00
-1.923924e+01,-5.771484e+00,-2.216684e+00,-2.544743e+00,-2.463538e+00
-1.920669e+01,-5.761719e+00,-2.210846e+00,-2.539487e+00,-2.458473e+00
-1.917414e+01,-5.751953e+00,-2.205024e+00,-2.534237e+00,-2.453414e+00
-1.914158e+01,-5.742188e+00,-2.199216e+00,-2.528994e+00,-2.448361e+00
-1.910903e+01,-5.732422e+00,-2.193424e+00,-2.523758e+00,-2.443315e+00
-1.907647e+01,-5.722656e+00,-2.187646e+00,-2.518527e+00,-2.438274e+00
-1.904392e+01,-5.712891e+00,-2.181884e+00,-2.513304e+00,-2.433240e+00
-1.901137e+01,-5.703125e+00,-2.176136e+00,-2.508086e+00,-2.428212e+00
-1.897881e+01,-5.693359e+00,-2.170403e+00,-2.502875e+00,-2.423190e+00
-1.894626e+01,-5.683594e+00,-2.164684e+00,-2.497670e+00,-2.418174e+00
-1.891371e+01,-5.673828e+00,-2.158980e+00,-2.492471e+00,-2.413164e+00
-1.888115e+01,-5.664062e+00,-2.153290e+00,-2.487279e+00,-2.408160e+00
-1.884860e+01,-5.654297e+00,-2.147615e+00,-2.482093e+00,-2.403162e+00
-1.881604e+01,-5.644531e+00,-2.141954e+00,-2.476913e+00,-2.398170e+00
-1.878349e+01,-5.634766e+00,-2.136307e+00,-2.471739e+00,-2.393184e+00
-1.875094e+01,-5.625000e+00,-2.130674e+00,-2.466571e+00,-2.388204e+00
-1.871838e+01,-5.615234e+00,-2.125056e+00,-2.461409e+00,-2.383229e+00
-1.868583e+01,-5.605469e+00,-2.119451e+00,-2.456254e+00,-2.378261e+00
-1.865328e+01,-5.595703e+00,-2.113860e+00,-2.451104e+00,-2.373298e+00
-1.862072e+01,-5.585938e+00,-2.108284e+00,-2.445960e+00,-2.368342e+00
-1.858817e+01,-5.576172e+00,-2.102721e+00,-2.440823e+00,-2.363390e+00
-1.855562e+01,-5.566406e+00,-2.097171e+00,-2.435691e+00,-2.358445e+00
-1.852306e+01,-5.556641e+00,-2.091636e+00,-2.430565e+00,-2.353505e+00
-1.849051e+01,-5.546875e+00,-2.086114e+00,-2.425445e+00,-2.348571e+00
-1.845795e+01,-5.537109e+00,-2.080605e+00,-2.420331e+00,-2.343643e+00
-1.842540e+01,-5.527344e+00,-2.075110e+00,-2.415223e+00,-2.338720e+00
-1.839285e+01,-5.517578e+00,-2.069629e+00,-2.410121e+00,-2.333803e+00
-1.836029e+01,-5.507812e+00,-2.064160e+00,-2.405024e+00,-2.328892e+00
-1.832774e+01,-5.498047e+00,-2.058705e+00,-2.399933e+00,-2.323986e+00
-1.829519e+01,-5.488281e+00,-2.053263e+00,-2.394848e+00,-2.319085e+00
-1.826263e+01,-5.478516e+00,-2.047834e+00,-2.389769e+00,-2.314190e+00
-1.823008e+01,-5.468750e+00,-2.042419e+00,-2.384695e+00,-2.309301e+00
-1.819752e+01,-5.458984e+00,-2.037016e+00,-2.379627e+00,-2.304417e+00
-1.816497e+01,-5.449219e+00,-2.031626e+00,-2.374564e+00,-2.299538e+00
-1.813242e+01,-5.439453e+00,-2.026249e+00,-2.369508e+00,-2.294665e+00
-1.809986e+01,-5.429687e+00,-2.020885e+00,-2.364456e+00,-2.289797e+00
-1.806731e+01,-5.419922e+00,-2.015533e+00,-2.359411e+00,-2.284934e+00
-1.803476e+01,-5.410156e+00,-2.010194e+00,-2.354370e+00,-2.280077e+00
-1.800220e+01,-5.400391e+00,-2.004868e+00,-2.349336e+00,-2.275225e+00
-1.796965e+01,-5.390625e+00,-1.999554e+00,-2.344307e+00,-2.270378e+00
-1.793709e+01,-5.380859e+00,-1.994253e+00,-2.339283e+00,-2.265537e+00
-1.790454e+01,-5.371094e+00,-1.988964e+00,-2.334265e+00,-2.260701e+00
-1.787199e+01,-5.361328e+00,-1.983687e+00,-2.329252e+00,-2.255870e+00
-1.783943e+01,-5.351562e+00,-1.978423e+00,-2.324244e+00,-2.251044e+00
-1.780688e+01,-5.341797e+00,-1.973171e+00,-2.319242e+00,-2.246223e+00
-1.777433e+01,-5.332031e+00,-1.967931e+00,-2.314245e+00,-2.241407e+00
-1.774177e+01,-5.322266e+00,-1.962703e+00,-2.309254e+00,-2.236597e+00
-1.770922e+01,-5.312500e+00,-1.957488e+00,-2.304268e+00,-2.231791e+00
-1.767667e+01,-5.302734e+00,-1.952284e+00,-2.299287e+00,-2.226991e+00
-1.764411e+01,-5.292969e+00,-1.947092e+00,-2.294311e+00,-2.222195e+00
-1.761156e+01,-5.283203e+00,-1.941912e+00,-2.289341e+00,-2.217405e+00
-1.757900e+01,-5.273438e+00,-1.936744e+00,-2.284376e+00,-2.212620e+00
-1.754645e+01,-5.263672e+00,-1.931587e+00,-2.279416e+00,-2.207839e+00
-1.751390e+01,-5.253906e+00,-1.926443e+00,-2.274461e+00,-2.203064e+00
-1.748134e+01,-5.244141e+00,-1.921309e+00,-2.269511e+00,-2.198293e+00
-1.744879e+01,-5.234375e+00,-1.916188e+00,-2.264566e+00,-2.193527e+00
-1.741624e+01,-5.224609e+00,-1.911078e+00,-2.259627e+00,-2.188767e+00
-1.738368e+01,-5.214844e+00,-1.905979e+00,-2.254692e+00,-2.184011e+00
-1.735113e+01,-5.205078e+00,-1.900892e+00,-2.249763e+00,-2.179259e+00
-1.731857e+01,-5.195312e+00,-1.895816e+00,-2.244838e+00,-2.174513e+00
-1.728602e+01,-5.185547e+00,-1.890752e+00,-2.239919e+00,-2.169771e+00
-1.725347e+01,-5.175781e+00,-1.885698e+00,-2.235004e+00,-2.165035e+00
-1.722091e+01,-5.166016e+00,-1.880656e+00,-2.230095e+00,-2.160302e+00
-1.718836e+01,-5.156250e+00,-1.875625e+00,-2.225190e+00,-2.155575e+00
-1.715581e+01,-5.146484e+00,-1.870605e+00,-2.220291e+00,-2.150852e+00
-1.712325e+01,-5.136719e+00,-1.865597e+00,-2.215396e+00,-2.146134e+00
-1.709070e+01,-5.126953e+00,-1.860599e+00,-2.210506e+00,-2.141421e+00
-1.705814e+01,-5.117188e+00,-1.855612e+00,-2.205621e+00,-2.136712e+00
-1.702559e+01,-5.107422e+00,-1.850635e+00,-2.200741e+00,-2.132008e+00
-1.699304e+01,-5.097656e+00,-1.845670e+00,-2.195866e+00,-2.127308e+00
-1.696048e+01,-5.087891e+00,-1.840716e+00,-2.190995e+00,-2.122613e+00
-1.692793e+01,-5.078125e+00,-1.835772e+00,-2.186129e+00,-2.117923e+00
-1.689538e+01,-5.068359e+00,-1.830838e+00,-2.181268e+00,-2.113237e+00
-1.686282e+01,-5.058594e+00,-1.825916e+00,-2.176412e+00,-2.108556e+00
-1.683027e+01,-5.048828e+00,-1.821004e+00,-2.171560e+00,-2.103879e+00
-1.679771e+01,-5.039062e+00,-1.816102e+00,-2.166713e+00,-2.099206e+00
-1.676516e+01,-5.029297e+00,-1.811211e+00,-2.161871e+00,-2.094538e+00
-1.673261e+01,-5.019531e+00,-1.806330e+00,-2.157033e+00,-2.089875e+00
-1.670005e+01,-5.009766e+00,-1.801460e+00,-2.152200e+00,-2.085216e+00
-1.666750e+01,-5.000000e+00,-1.796600e+00,-2.147372e+00,-2.080561e+00
-1.663495e+01,-4.990234e+00,-1.791750e+00,-2.142548e+00,-2.075910e+00
-1.660239e+01,-4.980469e+00,-1.786910e+00,-2.137729e+00,-2.071264e+00
-1.656984e+01,-4.970703e+00,-1.782080e+00,-2.132914e+00,-2.066623e+00
-1.653729e+01,-4.960938e+00,-1.777261e+00,-2.128104e+00,-2.061985e+00
-1.650473e+01,-4.951172e+00,-1.772452e+00,-2.123298e+00,-2.057352e+00
-1.647218e+01,-4.941406e+00,-1.767652e+00,-2.118497e+00,-2.052723e+00
-1.643962e+01,-4.931641e+00,-1.762863e+00,-2.113700e+00,-2.048099e+00
-1.640707e+01,-4.921875e+00,-1.758083e+00,-2.108908e+00,-2.043478e+00
-1.637452e+01,-4.912109e+00,-1.753314e+00,-2.104120e+00,-2.038862e+00
-1.634196e+01,-4.902344e+00,-1.748554e+00,-2.099337e+00,-2.034250e+00
-1.630941e+01,-4.892578e+00,-1.743804e+00,-2.094558e+00,-2.029642e+00
-1.627686e+01,-4.882812e+00,-1.739063e+00,-2.089784e+00,-2.025039e+00
-1.624430e+01,-4.873047e+00,-1.734333e+00,-2.085013e+00,-2.020439e+00
-1.621175e+01,-4.863281e+00,-1.729612e+00,-2.080247e+00,-2.015844e+00
-1.617919e+01,-4.853516e+00,-1.724900e+00,-2.075486e+00,-2.011252e+00
-1.614664e+01,-4.843750e+00,-1.720198e+00,-2.070729e+00,-2.006665e+00
-1.611409e+01,-4.833984e+00,-1.715506e+00,-2.065976e+00,-2.002082e+00
-1.608153e+01,-4.824219e+00,-1.710823e+00,-2.061227e+00,-1.997503e+00
-1.604898e+01,-4.814453e+00,-1.706149e+00,-2.056483e+00,-1.992928e+00
-1.601643e+01,-4.804688e+00,-1.701485e+00,-2.051742e+00,-1.988357e+00
-1.598387e+01,-4.794922e+00,-1.696830e+00,-2.047006e+00,-1.983790e+00
-1.595132e+01,-4.785156e+00,-1.692185e+00,-2.042275e+00,-1.979227e+00
-1.591876e+01,-4.775391e+00,-1.687548e+00,-2.037547e+00,-1.974668e+00
-1.588621e+01,-4.765625e+00,-1.682921e+00,-2.032823e+00,-1.970113e+00
-1.585366e+01,-4.755859e+00,-1.678303e+00,-2.028104e+00,-1.965561e+00
-1.582110e+01,-4.746094e+00,-1.673694e+00,-2.023389e+00,-1.961014e+00
-1.578855e+01,-4.736328e+00,-1.669094e+00,-2.018678e+00,-1.956471e+00
-1.575600e+01,-4.726562e+00,-1.664503e+00,-2.013971e+00,-1.951931e+00
-1.572344e+01,-4.716797e+00,-1.659921e+00,-2.009268e+00,-1.947396e+00
-1.569089e+01,-4.707031e+00,-1.655348e+00,-2.004569e+00,-1.942864e+00
-1.565833e+01,-4.697266e+00,-1.650784e+00,-1.999875e+00,-1.938336e+00
-1.562578e+01,-4.687500e+00,-1.646228e+00,-1.995184e+00,-1.933812e+00
-1.559323e+01,-4.677734e+00,-1.641682e+00,-1.990497e+00,-1.929291e+00
-1.556067e+01,-4.667969e+00,-1.637144e+00,-1.985814e+00,-1.924775e+00
-1.552812e+01,-4.658203e+00,-1.632615e+00,-1.981136e+00,-1.920262e+00
-1.549557e+01,-4.648438e+00,-1.628095e+00,-1.976461e+00,-1.915753e+00
-1.546301e+01,-4.638672e+00,-1.623583e+00,-1.971790e+00,-1.911247e+00
-1.543046e+01,-4.628906e+00,-1.619080e+00,-1.967123e+00,-1.906745e+00
-1.539791e+01,-4.619141e+00,-1.614585e+00,-1.962460e+00,-1.902248e+00
-1.536535e+01,-4.609375e+00,-1.610099e+00,-1.957801e+00,-1.897753e+00
-1.533280e+01,-4.599609e+00,-1.605622e+00,-1.953146e+00,-1.893263e+00
-1.530024e+01,-4.589844e+00,-1.601152e+00,-1.948494e+00,-1.888776e+00
-1.526769e+01,-4.580078e+00,-1.596692e+00,-1.943847e+00,-1.884292e+00
-1.523514e+01,-4.570312e+00,-1.592239e+00,-1.939203e+00,-1.879812e+00
-1.520258e+01,-4.560547e+00,-1.587795e+00,-1.934563e+00,-1.875336e+00
-1.517003e+01,-4.550781e+00,-1.583359e+00,-1.929927e+00,-1.870864e+00
-1.513748e+01,-4.541016e+00,-1.578932e+00,-1.925295e+00,-1.866395e+00
-1.510492e+01,-4.531250e+00,-1.574513e+00,-1.920667e+00,-1.861929e+00
-1.507237e+01,-4.521484e+00,-1.570101e+00,-1.916042e+00,-1.857467e+00
-1.503981e+01,-4.511719e+00,-1.565698e+00,-1.911421e+00,-1.853009e+00
-1.500726e+01,-4.501953e+00,-1.561303e+00,-1.906804e+00,-1.848554e+00
-1.497471e+01,-4.492188e+00,-1.556917e+00,-1.902190e+00,-1.844103e+00
-1.494215e+01,-4.482422e+00,-1.552538e+00,-1.897580e+00,-1.839655e+00
-1.490960e+01,-4.472656e+00,-1.548167e+00,-1.892974e+00,-1.835211e+00
-1.487705e+01,-4.462891e+00,-1.543804e+00,-1.888371e+00,-1.830770e+00
-1.484449e+01,-4.453125e+00,-1.539449e+00,-1.883773e+00,-1.826332e+00
-1.481194e+01,-4.443359e+00,-1.535102e+00,-1.879177e+00,-1.821898e+00
-1.477938e+01,-4.433594e+00,-1.530762e+00,-1.874586e+00,-1.817467e+00
-1.474683e+01,-4.423828e+00,-1.526431e+00,-1.869998e+00,-1.813040e+00
-1.471428e+01,-4.414062e+00,-1.522107e+00,-1.865413e+00,-1.808616e+00
-1.468172e+01,-4.404297e+00,-1.517791e+00,-1.860832e+00,-1.804195e+00
-1.464917e+01,-4.394531e+00,-1.513482e+00,-1.856255e+00,-1.799778e+00
-1.461662e+01,-4.384766e+00,-1.509182e+00,-1.851681e+00,-1.795364e+00
-1.458406e+01,-4.375000e+00,-1.504889e+00,-1.847111e+00,-1.790954e+00
-1.455151e+01,-4.365234e+00,-1.500603e+00,-1.842544e+00,-1.786546e+00
-1.451896e+01,-4.355469e+00,-1.496325e+00,-1.837981e+00,-1.782142e+00
-1.448640e+01,-4.345703e+00,-1.492055e+00,-1.833421e+00,-1.777742e+00
-1.445385e+01,-4.335938e+00,-1.487792e+00,-1.828865e+00,-1.773344e+00
-1.442129e+01,-4.326172e+00,-1.483536e+00,-1.824312e+00,-1.768950e+00
-1.438874e+01,-4.316406e+00,-1.479288e+00,-1.819763e+00,-1.764559e+00
-1.435619e+01,-4.306641e+00,-1.475047e+00,-1.815217e+00,-1.760171e+00
-1.432363e+01,-4.296875e+00,-1.470814e+00,-1.810675e+00,-1.755787e+00
-1.429108e+01,-4.287109e+00,-1.466588e+00,-1.806135e+00,-1.751405e+00
-1.425853e+01,-4.277344e+00,-1.462369e+00,-1.801600e+00,-1.747027e+00
-1.422597e+01,-4.267578e+00,-1.458157e+00,-1.797067e+00,-1.742652e+00
-1.419342e+01,-4.257812e+00,-1.453953e+00,-1.792538e+00,-1.738280e+00
-1.416086e+01,-4.248047e+00,-1.449756e+00,-1.788013e+00,-1.733911e+00
-1.412831e+01,-4.238281e+00,-1.445565e+00,-1.783490e+00,-1.729546e+00
-1.409576e+01,-4.228516e+00,-1.441383e+00,-1.778972e+00,-1.725183e+00
-1.406320e+01,-4.218750e+00,-1.437207e+00,-1.774456e+00,-1.720824e+00
-1.403065e+01,-4.208984e+00,-1.433038e+00,-1.769943e+00,-1.716468e+00
-1.399810e+01,-4.199219e+00,-1.428876e+00,-1.765434e+00,-1.712114e+00
-1.396554e+01,-4.189453e+00,-1.424721e+00,-1.760929e+00,-1.707764e+00
-1.393299e+01,-4.179688e+00,-1.420573e+00,-1.756426e+00,-1.703417e+00
-1.390043e+01,-4.169922e+00,-1.416432e+00,-1.751927e+00,-1.699073e+00
-1.386788e+01,-4.160156e+00,-1.412298e+00,-1.747431e+00,-1.694732e+00
-1.383533e+01,-4.150391e+00,-1.408171e+00,-1.742938e+00,-1.690394e+00
-1.380277e+01,-4.140625e+00,-1.404050e+00,-1.738448e+00,-1.686059e+00
-1.377022e+01,-4.130859e+00,-1.399937e+00,-1.733961e+00,-1.681726e+00
-1.373767e+01,-4.121094e+00,-1.395830e+00,-1.729478e+00,-1.677397e+00
-1.370511e+01,-4.111328e+00,-1.391730e+00,-1.724998e+00,-1.673071e+00
-1.367256e+01,-4.101562e+00,-1.387636e+00,-1.720521e+00,-1.668748e+00
-1.364000e+01,-4.091797e+00,-1.383550e+00,-1.716047e+00,-1.664428e+00
-1.360745e+01,-4.082031e+00,-1.379469e+00,-1.711576e+00,-1.660110e+00
-1.357490e+01,-4.072266e+00,-1.375396e+00,-1.707109e+00,-1.655796e+00
-1.354234e+01,-4.062500e+00,-1.371329e+00,-1.702644e+00,-1.651484e+00
-1.350979e+01,-4.052734e+00,-1.367268e+00,-1.698183e+00,-1.647175e+00
-1.347724e+01,-4.042969e+00,-1.363215e+00,-1.693724e+00,-1.642870e+00
-1.344468e+01,-4.033203e+00,-1.359167e+00,-1.689269e+00,-1.638567e+00
-1.341213e+01,-4.023438e+00,-1.355126e+00,-1.684817e+00,-1.634267e+00
-1.337958e+01,-4.013672e+00,-1.351092e+00,-1.680367e+00,-1.629969e+00
-1.334702e+01,-4.003906e+00,-1.347064e+00,-1.675921e+00,-1.625675e+00
-1.331447e+01,-3.994141e+00,-1.343042e+00,-1.671478e+00,-1.621383e+00
-1.328191e+01,-3.984375e+00,-1.339026e+00,-1.667038e+00,-1.617094e+00
-1.324936e+01,-3.974609e+00,-1.335017e+00,-1.662600e+00,-1.612808e+00
-1.321681e+01,-3.964844e+00,-1.331014e+00,-1.658166e+00,-1.608525e+00
-1.318425e+01,-3.955078e+00,-1.327018e+00,-1.653735e+00,-1.604244e+00
